timestamp	flag	time	path	script
integ_20091222.0527.914024572.log	START	0	/di/admin/programs	../programs/410_acl-file_get_all.int -D ACL-Dir=/di_solution/dl-dataroot/acl -D Output-File=../temp/420_acl-list.txt -D DI_Admin=..
integ_20091222.0527.924862736.log	START	0	/di/admin/programs	../programs/420a_acl-file_read.int -D ACL-File=/di/solution/dl-dataroot/acl/DI_Users/SHARED.dir
integ_20091222.0527.924862736.log	END	0	/di/admin/programs	../programs/420a_acl-file_read.int -D ACL-File=/di/solution/dl-dataroot/acl/DI_Users/SHARED.dir
integ_20091222.0527.945765088.log	START	0	/di/admin/programs	../programs/420b_acl-file_read.int -D ACL-File=/di/solution/dl-dataroot/acl/DI_Users/SHARED.dir -D Output-File=../temp/420_acl-list.txt
integ_20091222.0527.945765088.log	END	0	/di/admin/programs	../programs/420b_acl-file_read.int -D ACL-File=/di/solution/dl-dataroot/acl/DI_Users/SHARED.dir -D Output-File=../temp/420_acl-list.txt
integ_20091222.0527.967391471.log	START	0	/di/admin/programs	../programs/420a_acl-file_read.int -D ACL-File=/di/solution/dl-dataroot/acl/DI_Users.dir
integ_20091222.0527.967391471.log	END	0	/di/admin/programs	../programs/420a_acl-file_read.int -D ACL-File=/di/solution/dl-dataroot/acl/DI_Users.dir
integ_20091222.0527.978149649.log	START	0	/di/admin/programs	../programs/420b_acl-file_read.int -D ACL-File=/di/solution/dl-dataroot/acl/DI_Users.dir -D Output-File=../temp/420_acl-list.txt
integ_20091222.0527.978149649.log	END	0	/di/admin/programs	../programs/420b_acl-file_read.int -D ACL-File=/di/solution/dl-dataroot/acl/DI_Users.dir -D Output-File=../temp/420_acl-list.txt
integ_20091222.0527.991065919.log	START	0	/di/admin/programs	../programs/420a_acl-file_read.int -D ACL-File=/di/solution/dl-dataroot/acl/di_suppliers.dir
integ_20091222.0527.991065919.log	END	0	/di/admin/programs	../programs/420a_acl-file_read.int -D ACL-File=/di/solution/dl-dataroot/acl/di_suppliers.dir
integ_20091222.0527.001692102.log	START	0	/di/admin/programs	../programs/420b_acl-file_read.int -D ACL-File=/di/solution/dl-dataroot/acl/di_suppliers.dir -D Output-File=../temp/420_acl-list.txt
integ_20091222.0527.001692102.log	END	0	/di/admin/programs	../programs/420b_acl-file_read.int -D ACL-File=/di/solution/dl-dataroot/acl/di_suppliers.dir -D Output-File=../temp/420_acl-list.txt
integ_20091222.0527.012948828.log	START	0	/di/admin/programs	../programs/420a_acl-file_read.int -D ACL-File=/di/solution/dl-dataroot/acl/sales.dir
integ_20091222.0527.012948828.log	END	0	/di/admin/programs	../programs/420a_acl-file_read.int -D ACL-File=/di/solution/dl-dataroot/acl/sales.dir
integ_20091222.0527.024109478.log	START	0	/di/admin/programs	../programs/420b_acl-file_read.int -D ACL-File=/di/solution/dl-dataroot/acl/sales.dir -D Output-File=../temp/420_acl-list.txt
integ_20091222.0527.024109478.log	END	0	/di/admin/programs	../programs/420b_acl-file_read.int -D ACL-File=/di/solution/dl-dataroot/acl/sales.dir -D Output-File=../temp/420_acl-list.txt
integ_20091222.0527.056604913.log	START	0	/di/admin/programs	../programs/420a_acl-file_read.int -D ACL-File=/di/solution/dl-dataroot/acl/dev.dir
integ_20091222.0527.056604913.log	END	0	/di/admin/programs	../programs/420a_acl-file_read.int -D ACL-File=/di/solution/dl-dataroot/acl/dev.dir
integ_20091222.0527.082486608.log	START	0	/di/admin/programs	../programs/420b_acl-file_read.int -D ACL-File=/di/solution/dl-dataroot/acl/dev.dir -D Output-File=../temp/420_acl-list.txt
